tsp_6_1.txt 132 [0 1 2 3 4 5 0] 
0.0130 132 [0 1 2 3 4 5 0]
0.0110 132 [0 1 2 3 4 5 0]
0.0160 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0290 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0260 132 [0 1 2 3 4 5 0]
0.0240 132 [0 1 2 3 4 5 0]
0.0290 132 [0 1 2 3 4 5 0]
0.0220 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0140 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.0230 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0240 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0160 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.0230 132 [0 1 2 3 4 5 0]
0.0220 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0200 132 [0 1 2 3 4 5 0]
0.0210 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.2150 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0220 132 [0 1 2 3 4 5 0]
0.0390 132 [0 1 2 3 4 5 0]
0.0160 132 [0 1 2 3 4 5 0]
0.0130 132 [0 1 2 3 4 5 0]
0.0130 132 [0 1 2 3 4 5 0]
0.0160 132 [0 1 2 3 4 5 0]
0.0130 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0150 132 [0 1 2 3 4 5 0]
0.0150 132 [0 1 2 3 4 5 0]
0.0150 132 [0 1 2 3 4 5 0]
0.0150 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0150 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0170 132 [0 1 2 3 4 5 0]
0.0180 132 [0 1 2 3 4 5 0]
0.0190 132 [0 1 2 3 4 5 0]
0.0200 132 [0 1 2 3 4 5 0]
